193,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,128,128,128,128,128,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,194
261,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,128,80,80,80,80,80,80,80,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,80,80,80,80,80,80,80,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,80,80,80,80,80,80,80,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,197
128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,80,80,80,80,80,80,80,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,197
128,128,128,128,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,80,80,80,80,80,80,80,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,197
128,128,128,128,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,80,80,80,80,80,80,80,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128
261,199,199,128,128,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,80,80,80,80,80,80,80,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,128,128,128
261,199,199,199,199,199,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,80,80,80,80,80,80,80,199,199,199,199,199,199,199,199,199,128,128,128,128,128,128,128,128,128,128,128
261,199,199,199,199,199,199,128,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,199,80,80,80,80,80,80,80,199,199,199,199,199,199,199,128,128,128,128,128,128,128,128,128,128,128,128,197
261,199,199,199,199,199,199,199,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,199,199,199,199,199,199,199,199,128,128,128,128,199,80,80,80,80,80,80,80,199,199,128,128,128,128,128,128,128,128,128,128,128,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,199,199,199,199,199,128,128,128,128,199,199,80,80,80,80,80,80,80,199,128,128,128,128,128,128,128,128,128,128,128,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,80,80,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,199,199,199,128,128,128,128,199,199,199,80,80,80,80,80,80,80,128,128,128,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,80,80,80,80,80,80,80,80,80,80,80,128,128,128,128,128,128,128,128,199,199,128,128,128,128,199,199,199,199,199,199,199,199,128,128,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,80,80,80,80,80,80,80,80,80,80,80,128,128,128,128,128,128,128,128,128,128,128,128,128,199,199,199,199,199,199,199,128,128,128,128,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,80,80,80,81,80,80,80,80,80,80,128,128,128,199,199,199,128,128,128,128,128,128,128,128,199,199,199,199,199,199,128,128,128,128,128,199,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,80,80,80,80,82,81,80,80,80,80,128,128,128,199,199,199,199,199,128,128,128,128,128,128,199,199,199,199,199,128,128,128,128,128,199,199,199,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,80,80,80,81,82,82,80,80,128,128,128,128,199,199,199,199,199,199,128,128,128,128,128,128,199,199,128,128,128,128,128,128,199,199,199,199,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,80,80,80,80,82,81,80,80,128,128,128,199,199,199,199,199,199,199,199,199,128,128,128,128,128,128,128,128,128,128,128,199,199,199,199,199,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,80,80,80,82,80,80,80,80,128,128,128,199,199,199,199,199,199,199,199,199,199,128,128,128,128,128,128,128,128,199,199,199,199,199,199,199,199,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,199,80,80,80,80,80,80,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,128,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,199,199,199,80,80,80,80,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,199,199,199,80,80,80,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,128,199,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,199,199,199,199,80,80,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,128,199,199,199,199,199,199,199,199,197
261,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,199,199,199,199,199,199,199,199,199,199,199,199,199,199,128,128,128,128,128,128,199,199,199,199,199,199,197
